Indicator_Type,Data,Note
domain,6188338069.constructionlawus.com,FlowerStorm phishing domain
domain,6188338069.my.id,FlowerStorm phishing domain
domain,6212338294.my.id,FlowerStorm phishing domain
domain,6214481647.xyz,FlowerStorm phishing domain
domain,6248106962.site,FlowerStorm phishing domain
domain,6248643719.businesslawyeroutlook.com,FlowerStorm phishing domain
domain,6253109616.my.id,FlowerStorm phishing domain
domain,6253381409.federaldocuments.com,FlowerStorm phishing domain
domain,6253381409.my.id,FlowerStorm phishing domain
domain,6264277690.my.id,FlowerStorm phishing domain
domain,6265662839.constructionlawus.com,FlowerStorm phishing domain
domain,6268939629.my.id,FlowerStorm phishing domain
domain,6268939629.space,FlowerStorm phishing domain
domain,6273042124.my.id,FlowerStorm phishing domain
domain,627953585.cloud,FlowerStorm phishing domain
domain,6284148318.businesslegalfederal.com,FlowerStorm phishing domain
domain,6285732618.invocelaw.com,FlowerStorm phishing domain
domain,6291365510.my.id,FlowerStorm phishing domain
domain,6299733917.federaldocuments.com,FlowerStorm phishing domain
domain,6302904062.my.id,FlowerStorm phishing domain
domain,6321017993.my.id,FlowerStorm phishing domain
domain,6321692281.constructionlawcourts.com,FlowerStorm phishing domain
domain,6325823195.space,FlowerStorm phishing domain
domain,6326997899.my.id,FlowerStorm phishing domain
domain,6331288949.my.id,FlowerStorm phishing domain
domain,6352025976.businesslawfederal.com,FlowerStorm phishing domain
domain,6360762076.my.id,FlowerStorm phishing domain
domain,6368331160.my.id,FlowerStorm phishing domain
domain,6387745001.federaldocapp.com,FlowerStorm phishing domain
domain,6387745001.my.id,FlowerStorm phishing domain
domain,6394563624.my.id,FlowerStorm phishing domain
domain,6394563624.space,FlowerStorm phishing domain
domain,6416425926.my.id,FlowerStorm phishing domain
domain,6417255723.space,FlowerStorm phishing domain
domain,6430628769.my.id,FlowerStorm phishing domain
domain,6452146665.cloud,FlowerStorm phishing domain
domain,6457014159.site,FlowerStorm phishing domain
domain,6461711468.my.id,FlowerStorm phishing domain
domain,6471928182.fun,FlowerStorm phishing domain
domain,6489029892.my.id,FlowerStorm phishing domain
domain,650313147.my.id,FlowerStorm phishing domain
domain,6519132620.businesslegalfederal.com,FlowerStorm phishing domain
domain,6528694721.my.id,FlowerStorm phishing domain
domain,6533272565.site,FlowerStorm phishing domain
domain,6536845943.my.id,FlowerStorm phishing domain
